Match Number,Round Number,Date,Location,Home Team,Away Team,Result
158,16,16/12/2018 20:30,Stadio Olimpico,Roma,Genoa,3 - 2
152,16,17/12/2018 20:30,Stadio Atleti Azzurri d'Italia,Atalanta,Lazio,1 - 0
153,16,18/12/2018 20:30,Stadio Renato Dall'Ara,Bologna,Milan,0 - 0
164,17,22/12/2018 12:30,Stadio Olimpico,Lazio,Cagliari,3 - 1
162,17,22/12/2018 15:00,Stadio Carlo Castellani,Empoli,Sampdoria,2 - 4
163,17,22/12/2018 15:00,Stadio Luigi Ferraris,Genoa,Atalanta,3 - 1
165,17,22/12/2018 15:00,Stadio Giuseppe Meazza,Milan,Fiorentina,0 - 1
166,17,22/12/2018 15:00,Stadio San Paolo,Napoli,Spal,1 - 0
167,17,22/12/2018 15:00,Stadio Ennio Tardini,Parma,Bologna,0 - 0
168,17,22/12/2018 15:00,Mapei Stadium – Città del Tricolore,Sassuolo,Torino,1 - 1
169,17,22/12/2018 15:00,Stadio Friuli,Udinese,Frosinone,1 - 1
161,17,22/12/2018 18:00,Stadio Marc'Antonio Bentegodi,Chievoverona,Inter,1 - 1
170,17,22/12/2018 20:30,Allianz Stadium,Juventus,Roma,1 - 0
175,18,26/12/2018 12:30,Stadio Benito Stirpe,Frosinone,Milan,0 - 0
171,18,26/12/2018 15:00,Stadio Atleti Azzurri d'Italia,Atalanta,Juventus,2 - 2
172,18,26/12/2018 15:00,Stadio Renato Dall'Ara,Bologna,Lazio,0 - 2
173,18,26/12/2018 15:00,Sardegna Arena,Cagliari,Genoa,1 - 0
174,18,26/12/2018 15:00,Stadio Artemio Franchi,Fiorentina,Parma,0 - 1
177,18,26/12/2018 15:00,Stadio Luigi Ferraris,Sampdoria,Chievoverona,2 - 0
178,18,26/12/2018 15:00,Stadio Paolo Mazza,Spal,Udinese,0 - 0
176,18,26/12/2018 18:00,Stadio Olimpico,Roma,Sassuolo,3 - 1
179,18,26/12/2018 18:00,Stadio Olimpico Grande Torino,Torino,Empoli,3 - 0
180,18,26/12/2018 20:30,Stadio Giuseppe Meazza,Inter,Napoli,1 - 0
184,19,29/12/2018 12:30,Allianz Stadium,Juventus,Sampdoria,2 - 1
181,19,29/12/2018 15:00,Stadio Marc'Antonio Bentegodi,Chievoverona,Frosinone,1 - 0
182,19,29/12/2018 15:00,Stadio Carlo Castellani,Empoli,Inter,0 - 1
183,19,29/12/2018 15:00,Stadio Luigi Ferraris,Genoa,Fiorentina,0 - 0
185,19,29/12/2018 15:00,Stadio Olimpico,Lazio,Torino,1 - 1
188,19,29/12/2018 15:00,Stadio Ennio Tardini,Parma,Roma,0 - 2
189,19,29/12/2018 15:00,Mapei Stadium – Città del Tricolore,Sassuolo,Atalanta,2 - 6
190,19,29/12/2018 15:00,Stadio Friuli,Udinese,Cagliari,2 - 0
187,19,29/12/2018 18:00,Stadio San Paolo,Napoli,Bologna,3 - 2
186,19,29/12/2018 20:30,Stadio Giuseppe Meazza,Milan,Spal,2 - 1
198,20,19/01/2019 15:00,Stadio Olimpico,Roma,Torino,3 - 2
200,20,19/01/2019 18:00,Stadio Friuli,Udinese,Parma,1 - 2
195,20,19/01/2019 20:30,Stadio Giuseppe Meazza,Inter,Sassuolo,0 - 0
193,20,20/01/2019 12:30,Stadio Benito Stirpe,Frosinone,Atalanta,0 - 5
192,20,20/01/2019 15:00,Stadio Artemio Franchi,Fiorentina,Sampdoria,3 - 3
199,20,20/01/2019 15:00,Stadio Paolo Mazza,Spal,Bologna,1 - 1
191,20,20/01/2019 18:00,Sardegna Arena,Cagliari,Empoli,2 - 2
197,20,20/01/2019 20:30,Stadio San Paolo,Napoli,Lazio,2 - 1
194,20,21/01/2019 15:00,Stadio Luigi Ferraris,Genoa,Milan,0 - 2
196,20,21/01/2019 20:30,Allianz Stadium,Juventus,Chievoverona,3 - 0
209,21,26/01/2019 15:00,Mapei Stadium – Città del Tricolore,Sassuolo,Cagliari,3 - 0
208,21,26/01/2019 18:00,Stadio Luigi Ferraris,Sampdoria,Udinese,4 - 0
201,21,26/01/2019 20:30,Stadio Giuseppe Meazza,Milan,Napoli,0 - 0
204,21,27/01/2019 12:30,Stadio Marc'Antonio Bentegodi,Chievoverona,Fiorentina,3 - 4
202,21,27/01/2019 15:00,Stadio Atleti Azzurri d'Italia,Atalanta,Roma,3 - 3
203,21,27/01/2019 15:00,Stadio Renato Dall'Ara,Bologna,Frosinone,0 - 4
207,21,27/01/2019 15:00,Stadio Ennio Tardini,Parma,Spal,2 - 3
210,21,27/01/2019 18:00,Stadio Olimpico Grande Torino,Torino,Inter,1 - 0
206,21,27/01/2019 20:30,Stadio Olimpico,Lazio,Juventus,1 - 2
205,21,28/01/2019 20:30,Stadio Carlo Castellani,Empoli,Genoa,1 - 3
212,22,02/02/2019 15:00,Stadio Carlo Castellani,Empoli,Chievoverona,2 - 2
217,22,02/02/2019 18:00,Stadio San Paolo,Napoli,Sampdoria,3 - 0
216,22,02/02/2019 20:30,Allianz Stadium,Juventus,Parma,3 - 3
218,22,03/02/2019 12:30,Stadio Paolo Mazza,Spal,Torino,0 - 0
214,22,03/02/2019 15:00,Stadio Luigi Ferraris,Genoa,Sassuolo,1 - 1
219,22,03/02/2019 15:00,Stadio Friuli,Udinese,Fiorentina,1 - 1
215,22,03/02/2019 18:00,Stadio Giuseppe Meazza,Inter,Bologna,0 - 1
220,22,03/02/2019 20:30,Stadio Olimpico,Roma,Milan,1 - 1
